id,startdate,datestamp,gender,bundesland,age,education,university,recall,recallland,recallland_other,econinterven,saleconinterven,environment,salenvironment,protectionism,salprotectionism,redistribution,salredistribution,eucohesion,saleucohesion,euenlargement,saleuenlargement,euforeign,saleuforeign,euintegrationtoofar,saleuintegrationtoofar,euposition,saleuposition,civliblaworder,salcivliblaworder,immigratepolicy,salimmigratepolicy,lgb,sallgb,multiculturalism,salmulticulturalism,trans,saltrans,urbanrural,salurbanrural,random,ptv_spd,ptv_cdu,ptv_csu,ptv_greens,ptv_fdp,ptv_afd,ptv_left,ptv_bsw,ptv_freevoters,ptv_volt,ptv_climatelist,votinteu,normdem,demsat,popnonreg_pc1,popnonreg_pc2,popnonreg_pc4,popnonreg_pc5,popnonreg_pc6,popnonreg_pc7,popnonreg_pc8,popreg_pc1,popreg_pc2,popreg_pc4,popreg_pc5,popreg_pc6,popreg_pc7,popreg_pc8,popreg_pc9,popreg_pc10,popreg_pc12,popreg_pc13,popreg_pc14,popreg_pc15,popreg_pc16,peoplecentrism,antielitism,polint,euitems_pc1,euitems_pc3,euitems_pc4,euitems_pc5,euitems_pc6,euitems_pc7,euitems_pc8,popgen_pc1,popgen_pc2,popgen_pc5,popgen_pc6,popgen_pc7,wishesmajority,wishesmajority_spd,wishesmajority_cdu,wishesmajority_csu,wishesmajority_greens,wishesmajority_fdp,wishesmajority_afd,wishesmajority_left,wishesmajority_bsw,wishesmajority_freevoters,wishesmajority_nonofparties,votint,trustslider_breg,trustslider_btag,trustslider_parties,trustslider_politicians,trustslider_eu,trustslider_nato,trustslider_army,trustslider_russia,trustslider_usa,trustslider_china,trustslider_bverfg,trustslider_verfsch,lrgen,socself,urbanrurallive,out,w
17285,2024-06-02T20:18:10Z,2024-06-02T20:37:46Z,1,1,6,4,2,3,NA,NA,3,11,2,11,9,9,2,8.5,10,10,11,11,11,11,9,9,11,11,3.5,8.5,4,NA,10.5,10.5,4,NA,10,9,6,6,2,1,-4.5,-5,5,-5,-5,1.5,-5,-5,3,1.5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,5,5,5,5,5,4,1,1,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,4,2.5,4,5,3.5,-5,2,-4.5,5,4.5,4,10,1,FALSE,0.9970442735810173
17287,2024-06-02T20:20:02Z,2024-06-02T20:40:22Z,1,2,10,5,2,4,NA,NA,6,11,7,7,7,7,5,7,8,8,3,8.5,4,7,6,6,5,4.5,6,6,9,9,6,3,10,8,6,1,6.5,5.5,2,3,-1,4.5,-1,4,1,-0.5,4,0,0,-1,7,4,2,4,3,3,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,3,3,4,3,4,4,4,4,2,2,1,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,1,-1,-3,1,-3,-3,1,2,-2,6,7,1,FALSE,0.7171679675782225
17303,2024-06-02T20:43:25Z,2024-06-02T21:00:24Z,2,1,6,5,1,3,NA,NA,8,4.5,2,11,9.5,10.5,2.5,8.5,10,7.5,9,7.5,9.5,9.5,9,6.5,11,8,1.5,9,1,11,11,11,1,11,11,11,9,6.5,2,5,-2.5,-5,5,-2.5,-5,1,-5,-5,5,3.5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,5,5,3,4,5,5,4,3,2,1,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,5,5,5,5,5,5,5,-5,-4,-5,5,5,1,11,1,FALSE,0.595839161058461
17414,2024-06-02T23:53:34Z,2024-06-03T00:05:48Z,2,4,3,5,2,99,99,NA,3,11,1,NA,9.5,NA,9.5,NA,9.5,NA,8.5,NA,7.5,9.5,7.5,NA,6,NA,6,NA,3,NA,11,10,7.5,NA,11,NA,6,NA,1,2.5,-5,-5,3.5,-5,-5,5,-2.5,-3.5,1.5,-1,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,9,3,2,3,4,3,2,4,4,2,1,1,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,2.5,0,0,0,-5,-5,-3,0,2,1,1.5,11,3,FALSE,1.4598767573967508
17438,2024-06-03T04:34:49Z,2024-06-03T04:57:03Z,2,2,13,3,2,2,NA,NA,4.5,8,1,11,4,7,6.5,7,9.5,9,9,8.5,8,7,4,5,4.5,4,10,9,4,3.5,8.5,2.5,3.5,NA,6,2.5,9.5,3.5,1,-1,-5,5,1.5,-2,-5,-5,-5,1,-5,0.5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,4,4,3,4,4.5,3,3,5,5,5,5,5,4,2,2,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,-5,2,4,5,-5,2,-5,5,4.5,6.5,2,1,FALSE,0.769961172586501
17462,2024-06-03T07:23:14Z,2024-06-03T07:45:52Z,1,2,9,5,2,3,NA,NA,2.5,10,3.5,8.5,2.5,9.5,2,10,11,11,9.5,9.5,11,11,5,7,10.5,10.5,8.5,7,8.5,8.5,11,11,9.5,9.5,6.5,5.5,3,9,1,0.5,-4,-5,2,-5,-5,-5,-5,-5,0.5,0.5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,2,2.5,8,NA,4,5,4,5,5,4,4,4,3,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,2,2,-5,1,-2.5,5,3,5,7,4,FALSE,0.7171679675782225
17473,2024-06-03T07:56:23Z,2024-06-03T08:06:26Z,1,4,9,5,1,5,5,NA,10,11,8,7,4,6,10,6,4,6,3,6,5,8,1,9.5,3,8,6,6,11,11,6,6,10,10,1,6,4,7,1,-5,-1,0,-5,1,5,-5,-5,3,-5,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,7,8.5,NA,4,3,3,5,3,5,4,3,4,1,5,3,4,NA,NA,NA,NA,NA,Y,NA,NA,Y,NA,5,-4,-1,-2,-1,-4,1,5,-5,-2,-5,2,-3,9,3.5,1,FALSE,0.4829433200158052
17482,2024-06-03T08:12:19Z,2024-06-03T08:33:01Z,1,8,12,5,1,1,NA,NA,8.5,NA,4.5,NA,4.5,NA,3.5,NA,10,6,3.5,NA,10,NA,8.5,NA,3.5,11,7.5,NA,8.5,8.5,6.5,NA,10,NA,10,NA,3,NA,2,4.5,-4,-5,4.5,-5,-5,-2.5,2,-1,-5,-5,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,9,3,2,5,3,5,5,5,5,4,4,1,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,-2,1,1,1,-2,2,1,-2.5,NA,4,2,4.5,7.5,4,FALSE,0.7943173332140976
17523,2024-06-03T08:52:03Z,2024-06-03T09:09:22Z,1,1,3,5,2,3,NA,NA,2.5,8,3,10,5,6,1,11,11,11,7,5.5,7,6,6.5,5,8,6,4.5,7,1,11,11,11,1,11,11,11,8.5,6,2,0.5,-4,-4.5,2,-4.5,-5,4,1,-4,0,2.5,6,4,4,1,3,1,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,5,4,4,3,3,4,3,3,3,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,1,0,0,-2,-1.5,-5,-1.5,-5,4.5,4.5,1.5,10,1,FALSE,1.0317425473064925
17619,2024-06-03T10:13:36Z,2024-06-03T10:40:07Z,1,2,9,3,2,33,NA,NA,6,6,4,NA,6,NA,6,NA,6,NA,5,NA,4,NA,5,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,6,NA,1,-2,-2,-2,2,-2,-5,-5,-5,-5,-5,0,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,8.5,8.5,NA,3,3,2,3,3,3,3,4,3,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-2,-3,-3,-4,-4,-4,0,-3,4.5,6,3,FALSE,0.7171679675782225
17644,2024-06-03T10:29:13Z,2024-06-03T10:38:11Z,1,8,4,3,2,9,NA,NA,1,11,1,11,5,9.5,1,11,11,9,11,11,11,11,11,11,11,11,6,8.5,1,11,11,11,2,9.5,11,11,6,6,1,-1,-4.5,-5,5,-4.5,-5,-4.5,-5,-4.5,-4.5,-1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,5,5,4,3,5,5,5,3,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,4,1,1,4,4,4,-5,4,-5,4.5,4.5,2.5,11,3,FALSE,1.0568810925565824
17691,2024-06-03T11:21:50Z,2024-06-03T11:36:12Z,1,10,13,5,1,3,NA,NA,4,9,3,10,8,8,3,9,8,8,3,9,10.5,10.5,6,10,10,10,9,9,7,9,9,6,7,9,6,3,6,6,2,3,-4,-5,4,-5,-5,2,1,-5,-5,-5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,4,4,5,3,4,5,4,5,2,1,1,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,1,2,2,-5,-2,-5,4,4,3.5,6,1,FALSE,0.486419584915946
17726,2024-06-03T12:18:46Z,2024-06-03T12:25:55Z,1,13,7,5,1,NA,NA,NA,3.5,7.5,4,9.5,8,7.5,3,10.5,8.5,8.5,6.5,6.5,10,9,7,7,8,7.5,2.5,10.5,6,9.5,7.5,7,6,6,6.5,6.5,9,5,1,2,-4,-5,4,1,-5,2,-3.5,-4,-2,-4,6,5,4,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,5,7,5,2,4,4,5,5,4,2,3,2,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1.5,2,2,3,3,-5,2,-3,4,-2,3.5,8.5,1,FALSE,0.5104186877821002
17744,2024-06-03T12:47:05Z,2024-06-03T13:00:55Z,2,6,4,5,2,6,NA,NA,2,7,1,8.5,6.5,NA,1,8.5,6.5,6,5.5,NA,6.5,2.5,8,2.5,6.5,3.5,3,4.5,1.5,7.5,11,8,1,9,11,7.5,8,2.5,2,-5,-5,-5,-3.5,-5,-5,4.5,-5,-5,-4.5,1.5,6,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,8.5,4,4,3,3,2,2,4,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-3,-2.5,-3.5,-3,-3,-4,-5,-5,-5,-5,-1,-5,1,11,1,FALSE,2.0513052924073087
17745,2024-06-03T12:47:39Z,2024-06-03T13:02:33Z,2,10,3,3,2,10,NA,NA,5,6,5,6,3,7,6,5.5,3,8.5,3,9,7.5,7.5,7.5,7,6,6,9,8,9,9.5,8.5,9.5,8,9,9,6,3,9.5,2,-4,-4,-5,-5,-4,0,-3,-3.5,-4,-2.5,-1,10,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,2,5,4,3,4,3,3,3,4,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,10,-1.5,-0.5,0,0,0.5,3,2,-3,-1,-1,1,1,8,7,5,FALSE,3.499096664669744
17752,2024-06-03T12:55:15Z,2024-06-03T13:13:48Z,2,2,5,4,2,3,NA,NA,7.5,7,2,9,8,8,5,7,7,6.5,6,NA,8,7.5,6,NA,7.5,NA,7,7,5.5,8,11,7.5,3,10,11,8,6,7,1,3,-2,-4.5,5,-4.5,-5,-2,-4.5,-5,-1.5,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,4,4,4,3,4,3,4,2,2,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4.5,1,1.5,1,4,3.5,-5,3.5,-5,4.5,3,4,9,5,FALSE,1.6025724245816095
17769,2024-06-03T13:12:28Z,2024-06-03T13:26:39Z,1,6,12,5,2,1,NA,NA,8,6,7,9,6,6,9,9,9,9,6,6,9,11,3,9,11,11,9,11,9,11,6,6,9,9,6,6,6,6,2,3,3.5,-5,-2,-3,-5,-5,0,1,-5,-5,2,5,4,4,3,4,4,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,3,3,4,3,5,4,4,4,4,2,1,5,1,4,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,1,1,3,5,-5,3,-5,5,1,7.5,4,2,FALSE,1.050615698853713
17782,2024-06-03T13:30:10Z,2024-06-03T13:52:21Z,1,15,14,5,1,1,NA,NA,3.5,8,3,9,6,6,1,11,7,7,6,6,9,9,7,7,7,7,6,4.5,3,9,9,9,5,7,9,7,6,9,1,4.5,-4,-4,5,-5,-5,5,2.5,-5,5,0,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,5,4,4,4,3,4,3,5,4,3,4,4,4,4,Y,NA,NA,Y,NA,NA,Y,NA,NA,NA,3,-2,0,0,0,0,0,-1,-5,-0.5,-5,4,-3,2,7,2,FALSE,0.4875068117982941
17783,2024-06-03T13:31:20Z,2024-06-03T14:06:32Z,2,2,12,5,2,3,NA,NA,5.5,7,3,11,10,9,6.5,5.5,7.5,6.5,3.5,7.5,7.5,5,8,7.5,7.5,8.5,6,5.5,4,10,9.5,10,4,10,9,10,5.5,2.5,1,1,2,2,4.5,-1,-5,-3.5,-5,-5,-4.5,-3.5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,3,-1,-1,1,-1.5,1.5,2,1,-3,-4,-4,1,1,3.5,4.5,3,FALSE,0.769961172586501
17809,2024-06-03T13:59:52Z,2024-06-03T14:19:36Z,1,9,1,3,2,97,NA,NA,9,NA,5.5,NA,4,NA,8,NA,4.5,NA,8,NA,7,NA,8,NA,5,NA,8.5,NA,7.5,NA,1,NA,4,NA,1,NA,6,NA,2,2.5,2.5,1,-4,1.5,0.5,-1.5,1.5,1.5,-2,1.5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.5,1,3,4,2,2,2,2,2,3,2,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-2.5,-2.5,-1.5,-2.5,1,-2,1.5,-1.5,-2,-2,-1,-2,6.5,8,4,FALSE,1.2082129373233914
17917,2024-06-03T16:22:53Z,2024-06-03T16:38:10Z,1,10,3,5,2,6,NA,NA,2,9.5,2,9,3.5,8.5,1,10,9,7,5.5,3.5,7.5,7,8.5,5,8.5,8,5,8.5,2,9,11,10,1,11,11,10,6.5,4,2,-1.5,-4.5,-5,1.5,-4.5,-5,5,-1.5,-3,-0.5,4,6,5,2,1,2,3,3,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.5,NA,4,4,2,2,4,5,5,3,5,2,4,3,4,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,6,1,-1,0.5,-1.5,-3,-4.5,-4.5,-5,-4,-3.5,2.5,-2.5,2,10,1,FALSE,1.215728736558323
17944,2024-06-03T17:06:11Z,2024-06-03T17:17:54Z,2,2,5,5,1,6,NA,NA,2,9,1,10,8,NA,1,10,10.5,NA,7,NA,6,NA,6,NA,10,NA,2,NA,1,NA,11,NA,2,NA,11,NA,8,NA,1,2,-5,-5,4,-5,-5,5,-4,-5,0,1,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,3,2,7,6.5,NA,4,5,3,1,5,4,2,2,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-2,1,2,2,3,0,-4,-5,-4,-4,1,-5,1,11,1,FALSE,0.9939757187617574
17983,2024-06-03T18:50:55Z,2024-06-03T19:01:08Z,1,10,7,5,2,3,NA,NA,3,7,3.5,10.5,4,6.5,5,7,6,6,4,8.5,10,8,9,8.5,9.5,9.5,3,10,7,7,11,NA,6,6,8,7,9,7.5,1,-1,-4,-5,4,-3.5,-5,1,-5,-5,4,0,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,4,5,4,3,4,5,2,2,2,2,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,2,3,2.5,4,5,-5,2,-5,5,-1,3.5,9.5,2,FALSE,0.8368983948480517
17994,2024-06-03T19:07:21Z,2024-06-03T19:18:45Z,1,11,10,3,2,11,NA,NA,8.5,7.5,4.5,7,6.5,8.5,6.5,5.5,4,8,1,10,1,9,1,8.5,2,9,1.5,6.5,8,8,1,1.5,6.5,4.5,1,2,5.5,1.5,2,-5,-5,-5,-5,-4.5,-5,1.5,5,4,-5,-5,7,5,2,3,3,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,9,NA,4,1,1,2,1,2,4,4,4,1,5,3,4,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,7,-3.5,-1,-3,-3,-4,-5,-2,-3,-3.5,-2.5,1,-5,2,10,3,FALSE,0.8060070658588969
18034,2024-06-03T20:03:03Z,2024-06-03T20:34:33Z,1,7,10,5,2,4,NA,NA,10,11,7,11,8.5,11,8,9,9.5,11,8.5,8.5,10,11,5.5,7,6,6,8,11,10,11,6,1,9,9,5,1,9,9,1,-2,2,-2,-2,5,-5,-5,2,0,1,-2,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,5,5,5,3,5,5,5,5,4,3,4,4,3,5,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,4,0.5,0.5,-2,1,3,5,5,-5,4,-5,5,5,8,4.5,1,FALSE,0.8060070658588969
18075,2024-06-03T21:07:24Z,2024-06-03T21:18:11Z,1,7,10,5,1,3,NA,NA,5,NA,5,6.5,5,NA,4,7,8,6.5,7,6.5,8,7,6.5,6.5,9,8,4,8,2,9,8,NA,4,8,7,NA,5,7,1,2.5,-1,-4,4,-2,-5,-3,-5,NA,-1.5,-3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5,4.5,4,4,4,3,2,5,3,3,2,2,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,1,2,2,-4,1,-3,4,0.5,5,7,4,FALSE,0.9965131775546063
18119,2024-06-03T21:51:25Z,2024-06-03T22:04:09Z,2,2,12,5,1,3,NA,NA,5,9,1,11,6.5,6.5,4.5,9,10,9.5,8.5,9.5,11,10.5,9.5,9.5,11,11,6,6,5,7,11,11,1.5,7,11,9,6,NA,2,1.5,-5,-5,5,-5,-5,1,-5,-5,-1,-1.5,3,5,5,1,3,2,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,5,3,3,5,5,3,3,2,2,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4.5,3,4,4,5,4,-5,0.5,-5,5,1.5,3.5,10.5,5,FALSE,0.7916871433690177
18214,2024-06-04T02:52:40Z,2024-06-04T03:13:26Z,1,9,11,4,2,1,NA,NA,5,9,5.5,8.5,6.5,10,4,9,7,NA,9,9,8.5,7.5,9,8.5,11,11,8.5,10.5,10,11,6.5,NA,10,9.5,7,5,6.5,10,1,5,-3,-5,3,2,-5,-5,-5,-5,-5,-4,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.5,5,4,5,3,5,5,4,2,2,3,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,-1,-1,3,3,3,3.5,1,4.5,5,2,4,8,3,FALSE,0.7400088633523524
18304,2024-06-04T09:33:44Z,2024-06-04T09:51:34Z,2,2,2,7,2,99,NA,NA,7,7,10,7.5,9,8,8,NA,6.5,NA,3,NA,6,NA,6.5,6,6.5,NA,10,8,8,8,1,10,9,9,1,10,10,6,1,-3,-5,-5,-5,NA,NA,0.5,5,NA,NA,-3,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,4,3,3,4,4,8,3,2,3,1,2,2,4,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,Y,NA,Y,Y,NA,7,-3,-2,1,1,-1,2.5,2.5,-3,3,-3.5,-1,-1,6.5,9,5,FALSE,1.6025724245816095
18332,2024-06-04T09:58:06Z,2024-06-04T10:09:25Z,1,1,12,4,2,5,NA,NA,9.5,2,9.5,3,9,2.5,11,2.5,1.5,2.5,3,2.5,3,3,1,10.5,6,2,10,3,11,2.5,6,2,11,3,5.5,3,6,2.5,1,-5,-5,0,-5,-5,5,-5,0,5,-5,-5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,4,4,3,2,5,3,4,5,5,4,2,5,2,5,NA,NA,NA,NA,NA,Y,NA,NA,Y,NA,5,-5,-5,0.5,-2.5,-5,-4.5,3,-0.5,-5,-4.5,-2.5,-4.5,9,2,3,FALSE,1.2227010741358117
18355,2024-06-04T10:51:25Z,2024-06-04T11:11:54Z,2,7,10,3,2,6,NA,NA,1,11,1,11,11,10,1,11,11,10,6,7.5,11,10,6,9.5,6,7.5,2,7,4,9,10,7,8,10,10,8,6,9.5,2,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,0,7,5,2,2,3,5,4,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,NA,5,5,3,5,5,5,5,2,3,3,5,3,4,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,7,-5,0,0,0,0,-5,0,-5,-5,-5,5,0,1,9,1,FALSE,0.929676417257975
18378,2024-06-04T11:06:51Z,2024-06-04T11:29:35Z,2,2,1,7,2,97,NA,NA,4.5,6,5.5,5,8.5,7.5,6,NA,8,7.5,8,6.5,4.5,5.5,6,NA,8.5,NA,7.5,NA,5,NA,8,7,4.5,6.5,11,6.5,5,NA,2,-2,1,1,-3,-2,-5,-2,1,-1,5,1,9,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,8,2,4,5,4,4,3,5,4,NA,NA,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,0.5,-1,1,2,3,2,-2,-1,-1,2,2,5.5,8.5,5,FALSE,1.6025724245816095
18418,2024-06-04T11:34:47Z,2024-06-04T11:49:48Z,1,3,4,5,2,3,NA,NA,2,10,2,11,4,8,1.5,10.5,11,10,9,7,11,10,11,11,11,11,3,10,1,11,11,10,1,11,11,9,6,11,2,0,-3,-4,5,-3,-5,-3,-5,1.5,0,-3.5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,5,5,3,5,5,5,5,5,2,2,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,4,3.5,4.5,4,3,-5,4,-4,5,3.5,4.5,8,1,FALSE,0.5165169198030002
18419,2024-06-04T11:37:18Z,2024-06-04T13:23:08Z,1,2,3,5,2,10,NA,NA,3.5,7,2,8,7,4.5,2.5,8,8.5,5.5,6.5,5,6.5,5,7,4.5,9,7,6.5,4.5,2.5,7,11,7,4,6.5,11,5.5,8.5,7,1,2,-4.5,-4.5,3.5,-4,-5,3,-4.5,-4.5,-3,1.5,10,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3.5,3,4,4,3,3,3,4,5,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1.5,-2,-0.5,-1,-5,-2.5,-5,0.5,0.5,2.5,9.5,1,FALSE,1.2114759334294591
18422,2024-06-04T11:43:14Z,2024-06-04T11:54:47Z,1,8,11,3,2,3,NA,NA,6,NA,4,NA,1,NA,3,NA,11,NA,11,NA,11,11,11,11,9,NA,3.5,NA,1,11,11,NA,3,11,11,NA,5,11,2,0,-5,-5,5,-5,-5,-3,-5,-5,-5,0,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,5,4,5,5,2,3,1,2,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,4,4.5,5,-5,0,4,5,2,3,11,5,FALSE,0.71279334932814
18437,2024-06-04T12:02:54Z,2024-06-04T12:13:16Z,2,2,1,2,2,97,NA,NA,4,NA,1,NA,3.5,NA,5.5,NA,5.5,6,3.5,NA,2,NA,6.5,NA,6.5,NA,11,NA,1,NA,11,NA,3.5,NA,11,NA,6.5,NA,1,0.5,2.5,3,4.5,1,-5,-4,-1,-1,-1.5,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,9.5,2,1,4,3,4,4,2,3,3,3,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,3.5,1.5,-3.5,-1.5,3,-1.5,2,-5,-2.5,-3.5,2,-0.5,2,7,5,FALSE,1.6025724245816095
18461,2024-06-04T12:11:33Z,2024-06-04T12:21:26Z,2,2,3,5,1,4,NA,NA,7.5,7,5.5,7,4,7.5,7,7,8.5,5.5,7,8.5,8,9.5,8,6.5,7.5,7,8,7.5,6.5,8,9.5,7,6.5,6,7.5,5.5,8.5,4.5,1,2,-3.5,-3,-1,3,-5,-5,-2,-2,0.5,0.5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,4,4,2,2.5,8,3,4,3,4,4,4,4,3,2,2,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,2.5,-0.5,1.5,2,2.5,2,-4.5,-1.5,-3.5,3.5,3.5,5.5,7.5,1,FALSE,0.9939757187617574
